|vl|00005|0|6.5221e-05|-2.2436e-04|2.1554e-04|-1.4378e-05|-3.0471e-06|1.1433e-05|
|vl|00005|2|6.5234e-05|-2.2115e-04|2.1556e-04|-1.4693e-05|-1.2599e-06|1.1456e-05|
|vl|00005|4|6.5243e-05|-2.1803e-04|2.1560e-04|-1.4751e-05|4.2524e-07|1.1196e-05|
|vl|00005|6|6.5248e-05|-2.1506e-04|2.1564e-04|-1.4569e-05|1.9613e-06|1.0698e-05|
|vl|00005|8|6.5248e-05|-2.1230e-04|2.1568e-04|-1.4172e-05|3.3186e-06|1.0013e-05|
|vl|00005|10|6.5243e-05|-2.0978e-04|2.1573e-04|-1.3589e-05|4.4832e-06|9.1904e-06|
|vl|00005|12|6.5232e-05|-2.0752e-04|2.1578e-04|-1.2847e-05|5.4540e-06|8.2782e-06|
|vl|00005|14|6.5217e-05|-2.0553e-04|2.1583e-04|-1.1976e-05|6.2396e-06|7.3159e-06|
|vl|00005|16|6.5198e-05|-2.0381e-04|2.1588e-04|-1.1001e-05|6.8548e-06|6.3362e-06|
|vl|00005|18|6.5176e-05|-2.0235e-04|2.1592e-04|-9.9458e-06|7.3179e-06|5.3641e-06|
|vl|00005|20|6.5152e-05|-2.0113e-04|2.1595e-04|-8.8322e-06|7.6483e-06|4.4178e-06|
|vl|00005|22|6.5125e-05|-2.0013e-04|2.1598e-04|-7.6783e-06|7.8651e-06|3.5096e-06|
|vl|00005|24|6.5098e-05|-1.9935e-04|2.1601e-04|-6.4995e-06|7.9864e-06|2.6474e-06|
|vl|00005|26|6.5070e-05|-1.9875e-04|2.1603e-04|-5.3087e-06|8.0283e-06|1.8352e-06|
|vl|00005|28|6.5042e-05|-1.9833e-04|2.1605e-04|-4.1166e-06|8.0049e-06|1.0745e-06|
|vl|00005|30|6.5014e-05|-1.9807e-04|2.1606e-04|-2.9322e-06|7.9283e-06|3.6466e-07|
|vl|00005|32|6.4987e-05|-1.9795e-04|2.1607e-04|-1.7625e-06|7.8088e-06|-2.9607e-07|
|vl|00005|34|6.4961e-05|-1.9795e-04|2.1607e-04|-6.1320e-07|7.6548e-06|-9.1037e-07|
|vl|00005|36|6.4936e-05|-1.9807e-04|2.1607e-04|5.1094e-07|7.4731e-06|-1.4814e-06|
|vl|00005|38|6.4912e-05|-1.9830e-04|2.1607e-04|1.6063e-06|7.2693e-06|-2.0127e-06|
|vl|00005|40|6.4889e-05|-1.9863e-04|2.1607e-04|2.6698e-06|7.0477e-06|-2.5075e-06|
|vl|00005|42|6.4868e-05|-1.9904e-04|2.1606e-04|3.6991e-06|6.8118e-06|-2.9694e-06|
|vl|00005|44|6.4849e-05|-1.9953e-04|2.1606e-04|4.6922e-06|6.5640e-06|-3.4017e-06|
|vl|00005|46|6.4831e-05|-2.0010e-04|2.1605e-04|5.6475e-06|6.3061e-06|-3.8073e-06|
|vl|00005|48|6.4815e-05|-2.0074e-04|2.1604e-04|6.5636e-06|6.0396e-06|-4.1892e-06|
|vl|00005|50|6.4801e-05|-2.0145e-04|2.1603e-04|7.4392e-06|5.7651e-06|-4.5499e-06|
|vl|00005|52|6.4788e-05|-2.0222e-04|2.1602e-04|8.2732e-06|5.4828e-06|-4.8918e-06|
|vl|00005|54|6.4776e-05|-2.0305e-04|2.1602e-04|9.0645e-06|5.1929e-06|-5.2171e-06|
|vl|00005|56|6.4767e-05|-2.0393e-04|2.1601e-04|9.8119e-06|4.8949e-06|-5.5276e-06|
|vl|00005|58|6.4758e-05|-2.0487e-04|2.1600e-04|1.0514e-05|4.5882e-06|-5.8249e-06|
|vl|00005|60|6.4751e-05|-2.0587e-04|2.1600e-04|1.1170e-05|4.2717e-06|-6.1105e-06|
|vl|00005|62|6.4746e-05|-2.0692e-04|2.1599e-04|1.1778e-05|3.9445e-06|-6.3853e-06|
|vl|00005|64|6.4741e-05|-2.0802e-04|2.1599e-04|1.2336e-05|3.6050e-06|-6.6503e-06|
|vl|00005|66|6.4738e-05|-2.0918e-04|2.1599e-04|1.2843e-05|3.2516e-06|-6.9061e-06|
|vl|00005|68|6.4736e-05|-2.1039e-04|2.1599e-04|1.3295e-05|2.8825e-06|-7.1530e-06|
|vl|00005|70|6.4734e-05|-2.1165e-04|2.1599e-04|1.3692e-05|2.4956e-06|-7.3908e-06|
|vl|00005|72|6.4733e-05|-2.1296e-04|2.1600e-04|1.4030e-05|2.0887e-06|-7.6193e-06|
|vl|00005|74|6.4733e-05|-2.1433e-04|2.1601e-04|1.4306e-05|1.6593e-06|-7.8375e-06|
|vl|00005|76|6.4733e-05|-2.1575e-04|2.1603e-04|1.4516e-05|1.2047e-06|-8.0441e-06|
|vl|00005|78|6.4734e-05|-2.1722e-04|2.1604e-04|1.4657e-05|7.2206e-07|-8.2373e-06|
|vl|00005|80|6.4734e-05|-2.1875e-04|2.1606e-04|1.4724e-05|2.0850e-07|-8.4145e-06|
|vl|00005|82|6.4733e-05|-2.2032e-04|2.1609e-04|1.4713e-05|-3.3905e-07|-8.5725e-06|
|vl|00005|84|6.4732e-05|-2.2195e-04|2.1612e-04|1.4618e-05|-9.2362e-07|-8.7068e-06|
|vl|00005|86|6.4730e-05|-2.2362e-04|2.1615e-04|1.4433e-05|-1.5481e-06|-8.8124e-06|
|vl|00005|88|6.4726e-05|-2.2533e-04|2.1618e-04|1.4153e-05|-2.2150e-06|-8.8826e-06|
|vl|00005|90|6.4720e-05|-2.2708e-04|2.1622e-04|1.3770e-05|-2.9264e-06|-8.9095e-06|
|vl|00005|92|6.4712e-05|-2.2885e-04|2.1626e-04|1.3279e-05|-3.6834e-06|-8.8836e-06|
|vl|00005|94|6.4701e-05|-2.3065e-04|2.1631e-04|1.2672e-05|-4.4857e-06|-8.7937e-06|
|vl|00005|96|6.4687e-05|-2.3244e-04|2.1635e-04|1.1943e-05|-5.3313e-06|-8.6268e-06|
|vl|00005|98|6.4669e-05|-2.3421e-04|2.1640e-04|1.1085e-05|-6.2154e-06|-8.3682e-06|
|vl|00005|100|6.4647e-05|-2.3594e-04|2.1644e-04|1.0093e-05|-7.1297e-06|-8.0014e-06|
|vl|00005|102|6.4622e-05|-2.3760e-04|2.1648e-04|8.9643e-06|-8.0617e-06|-7.5092e-06|
|vl|00005|104|6.4592e-05|-2.3915e-04|2.1652e-04|7.6964e-06|-8.9934e-06|-6.8739e-06|
|vl|00005|106|6.4559e-05|-2.4055e-04|2.1656e-04|6.2913e-06|-9.9003e-06|-6.0794e-06|
|vl|00005|108|6.4523e-05|-2.4176e-04|2.1658e-04|4.7549e-06|-1.0751e-05|-5.1124e-06|
|vl|00005|110|6.4485e-05|-2.4271e-04|2.1659e-04|3.0983e-06|-1.1507e-05|-3.9653e-06|
|vl|00005|112|6.4446e-05|-2.4335e-04|2.1660e-04|1.3390e-06|-1.2124e-05|-2.6396e-06|
|vl|00005|114|6.4409e-05|-2.4364e-04|2.1659e-04|-4.9870e-07|-1.2554e-05|-1.1483e-06|
|vl|00005|116|6.4374e-05|-2.4351e-04|2.1657e-04|-2.3831e-06|-1.2747e-05|4.8062e-07|
|vl|00005|118|6.4345e-05|-2.4292e-04|2.1654e-04|-4.2754e-06|-1.2661e-05|2.2031e-06|
|vl|00005|120|6.4322e-05|-2.4186e-04|2.1651e-04|-6.1314e-06|-1.2263e-05|3.9594e-06|
|vl|00005|122|6.4308e-05|-2.4032e-04|2.1647e-04|-7.9031e-06|-1.1538e-05|5.6774e-06|
|vl|00005|124|6.4301e-05|-2.3832e-04|2.1643e-04|-9.5423e-06|-1.0495e-05|7.2787e-06|
|vl|00005|126|6.4303e-05|-2.3591e-04|2.1640e-04|-1.1004e-05|-9.1658e-06|8.6875e-06|
|vl|00005|128|6.4310e-05|-2.3317e-04|2.1637e-04|-1.2249e-05|-7.6047e-06|9.8388e-06|
|vl|00005|130|6.4322e-05|-2.3017e-04|2.1636e-04|-1.3249e-05|-5.8833e-06|1.0687e-05|
|vl|00005|132|6.4336e-05|-2.2703e-04|2.1636e-04|-1.3986e-05|-4.0813e-06|1.1209e-05|
|vl|00005|134|6.4350e-05|-2.2384e-04|2.1638e-04|-1.4454e-05|-2.2774e-06|1.1407e-05|
|vl|00005|136|6.4361e-05|-2.2068e-04|2.1641e-04|-1.4659e-05|-5.4170e-07|1.1305e-05|
|vl|00005|138|6.4368e-05|-2.1764e-04|2.1645e-04|-1.4615e-05|1.0702e-06|1.0940e-05|
|vl|00005|140|6.4371e-05|-2.1478e-04|2.1649e-04|-1.4344e-05|2.5194e-06|1.0361e-05|
|vl|00005|142|6.4368e-05|-2.1214e-04|2.1654e-04|-1.3872e-05|3.7838e-06|9.6192e-06|
|vl|00005|144|6.4360e-05|-2.0975e-04|2.1659e-04|-1.3227e-05|4.8558e-06|8.7624e-06|
|vl|00005|146|6.4347e-05|-2.0762e-04|2.1664e-04|-1.2437e-05|5.7389e-06|7.8346e-06|
|vl|00005|148|6.4329e-05|-2.0576e-04|2.1668e-04|-1.1529e-05|6.4448e-06|6.8720e-06|
|vl|00005|150|6.4308e-05|-2.0416e-04|2.1673e-04|-1.0529e-05|6.9898e-06|5.9036e-06|
|vl|00005|152|6.4285e-05|-2.0280e-04|2.1677e-04|-9.4584e-06|7.3926e-06|4.9509e-06|
|vl|00005|154|6.4259e-05|-2.0168e-04|2.1680e-04|-8.3377e-06|7.6726e-06|4.0294e-06|
|vl|00005|156|6.4232e-05|-2.0078e-04|2.1683e-04|-7.1833e-06|7.8482e-06|3.1492e-06|
|vl|00005|158|6.4204e-05|-2.0008e-04|2.1685e-04|-6.0095e-06|7.9364e-06|2.3163e-06|
|vl|00005|160|6.4176e-05|-1.9956e-04|2.1687e-04|-4.8282e-06|7.9522e-06|1.5334e-06|
|vl|00005|162|6.4147e-05|-1.9920e-04|2.1688e-04|-3.6490e-06|7.9087e-06|8.0114e-07|
|vl|00005|164|6.4120e-05|-1.9899e-04|2.1689e-04|-2.4801e-06|7.8171e-06|1.1832e-07|
|vl|00005|166|6.4093e-05|-1.9892e-04|2.1690e-04|-1.3277e-06|7.6866e-06|-5.1722e-07|
|vl|00005|168|6.4067e-05|-1.9896e-04|2.1690e-04|-1.9731e-07|7.5248e-06|-1.1083e-06|
|vl|00005|170|6.4043e-05|-1.9912e-04|2.1690e-04|9.0705e-07|7.3381e-06|-1.6583e-06|
|vl|00005|172|6.4020e-05|-1.9938e-04|2.1690e-04|1.9820e-06|7.1311e-06|-2.1705e-06|
|vl|00005|174|6.3998e-05|-1.9974e-04|2.1689e-04|3.0247e-06|6.9080e-06|-2.6483e-06|
|vl|00005|176|6.3978e-05|-2.0017e-04|2.1689e-04|4.0331e-06|6.6716e-06|-3.0950e-06|
|vl|00005|178|6.3959e-05|-2.0069e-04|2.1688e-04|5.0052e-06|6.4241e-06|-3.5138e-06|
|vl|00005|180|6.3943e-05|-2.0128e-04|2.1687e-04|5.9397e-06|6.1671e-06|-3.9076e-06|
|vl|00005|182|6.3927e-05|-2.0194e-04|2.1686e-04|6.8350e-06|5.9016e-06|-4.2792e-06|
|vl|00005|184|6.3914e-05|-2.0266e-04|2.1685e-04|7.6901e-06|5.6282e-06|-4.6309e-06|
|vl|00005|186|6.3902e-05|-2.0344e-04|2.1684e-04|8.5038e-06|5.3470e-06|-4.9651e-06|
|vl|00005|188|6.3891e-05|-2.0428e-04|2.1684e-04|9.2748e-06|5.0579e-06|-5.2837e-06|
|vl|00005|190|6.3882e-05|-2.0518e-04|2.1683e-04|1.0002e-05|4.7603e-06|-5.5885e-06|
|vl|00005|192|6.3875e-05|-2.0613e-04|2.1682e-04|1.0684e-05|4.4535e-06|-5.8809e-06|
|vl|00005|194|6.3868e-05|-2.0714e-04|2.1682e-04|1.1320e-05|4.1364e-06|-6.1622e-06|
